algorithm,distribution,n,trial,time_s
Heap Sort,random,500,7,0.001019
Heap Sort,random,500,8,0.001004
Heap Sort,random,500,9,0.000993
Heap Sort,random,500,10,0.001
Heap Sort,random,500,11,0.000997
Heap Sort,random,500,12,0.000949
Heap Sort,random,500,13,0.000952
Heap Sort,random,500,14,0.000946
Heap Sort,random,1000,0,0.002268
Heap Sort,random,1000,1,0.002243
Heap Sort,random,1000,2,0.00225
Heap Sort,random,1000,3,0.002239
Heap Sort,random,1000,4,0.002425
Heap Sort,random,1000,5,0.002222
Heap Sort,random,1000,6,0.002274
Heap Sort,random,1000,7,0.002189
Heap Sort,random,1000,8,0.002186
Heap Sort,random,1000,9,0.002204
Heap Sort,random,1000,10,0.002251
Heap Sort,random,1000,11,0.003351
Heap Sort,random,1000,12,0.002481
Heap Sort,random,1000,13,0.002336
Heap Sort,random,1000,14,0.002235
Heap Sort,random,5000,0,0.0144
Heap Sort,random,5000,1,0.014589
Heap Sort,random,5000,2,0.014514
Heap Sort,random,5000,3,0.01484
Heap Sort,random,5000,4,0.014375
Heap Sort,random,5000,5,0.015137
Heap Sort,random,5000,6,0.014451
Heap Sort,random,5000,7,0.016414
Heap Sort,random,5000,8,0.014482
Heap Sort,random,5000,9,0.01465
Heap Sort,random,5000,10,0.015566
Heap Sort,random,5000,11,0.014953
Heap Sort,random,5000,12,0.014522
Heap Sort,random,5000,13,0.014474
Heap Sort,random,5000,14,0.01451
Heap Sort,random,10000,0,0.032812
Heap Sort,random,10000,1,0.032013
Heap Sort,random,10000,2,0.049113
Heap Sort,random,10000,3,0.033077
Heap Sort,random,10000,4,0.03267
Heap Sort,random,10000,5,0.039667
Heap Sort,random,10000,6,0.032886
Heap Sort,random,10000,7,0.032121
Heap Sort,random,10000,8,0.03248
Heap Sort,random,10000,9,0.031953
Heap Sort,random,10000,10,0.033055
Heap Sort,random,10000,11,0.040412
Heap Sort,random,10000,12,0.034582
Heap Sort,random,10000,13,0.032364
Heap Sort,random,10000,14,0.032887
Heap Sort,random,50000,0,0.220628
Heap Sort,random,50000,1,0.217393
Heap Sort,random,50000,2,0.215576
Heap Sort,random,50000,3,0.219473
Heap Sort,random,50000,4,0.220697
Heap Sort,random,50000,5,0.215703
Heap Sort,random,50000,6,0.240326
Heap Sort,random,50000,7,0.215293
Heap Sort,random,50000,8,0.214869
Heap Sort,random,50000,9,0.214077
Heap Sort,random,50000,10,0.235221
Heap Sort,random,50000,11,0.235524
Heap Sort,random,50000,12,0.220114
Heap Sort,random,50000,13,0.212549
Heap Sort,random,50000,14,0.227508
Heap Sort,random,100000,0,0.510418
Heap Sort,random,100000,1,0.528674
Heap Sort,random,100000,2,0.505959
Heap Sort,random,100000,3,0.525807
Heap Sort,random,100000,4,0.512086
Heap Sort,random,100000,5,0.529993
Heap Sort,random,100000,6,0.551947
Heap Sort,random,100000,7,0.952114
Heap Sort,random,100000,8,0.99558
Heap Sort,random,100000,9,0.788809
Heap Sort,random,100000,10,0.526386
Heap Sort,random,100000,11,0.537251
Heap Sort,random,100000,12,0.526547
Heap Sort,random,100000,13,0.541707
Heap Sort,random,100000,14,0.527744
Heap Sort,sorted,100,0,0.000143
Heap Sort,sorted,100,1,0.000144
Heap Sort,sorted,100,2,0.000135
Heap Sort,sorted,100,3,0.000134
Heap Sort,sorted,100,4,0.000144
Heap Sort,sorted,100,5,0.000134
Heap Sort,sorted,100,6,0.000134
Heap Sort,sorted,100,7,0.000135
Heap Sort,sorted,100,8,0.000139
Heap Sort,sorted,100,9,0.000134
Heap Sort,sorted,100,10,0.000134
Heap Sort,sorted,100,11,0.000143
Heap Sort,sorted,100,12,0.000135
Heap Sort,sorted,100,13,0.000135
Heap Sort,sorted,100,14,0.000135
Heap Sort,sorted,500,0,0.001048
Heap Sort,sorted,500,1,0.001015
Heap Sort,sorted,500,2,0.001001
Heap Sort,sorted,500,3,0.001005
Heap Sort,sorted,500,4,0.001037
Heap Sort,sorted,500,5,0.001002
Heap Sort,sorted,500,6,0.000997
Heap Sort,sorted,500,7,0.000997
Heap Sort,sorted,500,8,0.001001
Heap Sort,sorted,500,9,0.001025
Heap Sort,sorted,500,10,0.001014
Heap Sort,sorted,500,11,0.001007
Heap Sort,sorted,500,12,0.001003
Heap Sort,sorted,500,13,0.001003
Heap Sort,sorted,500,14,0.001003
Heap Sort,sorted,1000,0,0.002318
Heap Sort,sorted,1000,1,0.002298
Heap Sort,sorted,1000,2,0.002326
Heap Sort,sorted,1000,3,0.002287
Heap Sort,sorted,1000,4,0.002334
Heap Sort,sorted,1000,5,0.002305
Heap Sort,sorted,1000,6,0.002329
Heap Sort,sorted,1000,7,0.002349
Heap Sort,sorted,1000,8,0.002318
Heap Sort,sorted,1000,9,0.002441
Heap Sort,sorted,1000,10,0.002313
Heap Sort,sorted,1000,11,0.002377
Heap Sort,sorted,1000,12,0.002353
Heap Sort,sorted,1000,13,0.002314
Heap Sort,sorted,1000,14,0.002329
Heap Sort,sorted,5000,0,0.015333
Heap Sort,sorted,5000,1,0.015622
Heap Sort,sorted,5000,2,0.016567
Heap Sort,sorted,5000,3,0.015982
Heap Sort,sorted,5000,4,0.01528
Heap Sort,sorted,5000,5,0.015406
Heap Sort,sorted,5000,6,0.024936
Heap Sort,sorted,5000,7,0.023536
Heap Sort,sorted,5000,8,0.015501
Heap Sort,sorted,5000,9,0.015479
Heap Sort,sorted,5000,10,0.015332
Heap Sort,sorted,5000,11,0.015475
Heap Sort,sorted,5000,12,0.017023
Heap Sort,sorted,5000,13,0.017805
Heap Sort,sorted,5000,14,0.015127
Heap Sort,sorted,10000,0,0.033827
Heap Sort,sorted,10000,1,0.033572
Heap Sort,sorted,10000,2,0.034318
Heap Sort,sorted,10000,3,0.033884
Heap Sort,sorted,10000,4,0.033827
Heap Sort,sorted,10000,5,0.035758
Heap Sort,sorted,10000,6,0.034001
Heap Sort,sorted,10000,7,0.035075
Heap Sort,sorted,10000,8,0.039231
Heap Sort,sorted,10000,9,0.034161
Heap Sort,sorted,10000,10,0.033695
Heap Sort,sorted,10000,11,0.034026
Heap Sort,sorted,10000,12,0.033814
Heap Sort,sorted,10000,13,0.034107
Heap Sort,sorted,10000,14,0.033833
Heap Sort,sorted,50000,0,0.210789
Heap Sort,sorted,50000,1,0.22606
Heap Sort,sorted,50000,2,0.203665
Heap Sort,sorted,50000,3,0.208195
Heap Sort,sorted,50000,4,0.203493
Heap Sort,sorted,50000,5,0.203479
Heap Sort,sorted,50000,6,0.222036
Heap Sort,sorted,50000,7,0.205932
Heap Sort,sorted,50000,8,0.210385
Heap Sort,sorted,50000,9,0.205275
Heap Sort,sorted,50000,10,0.201939
Heap Sort,sorted,50000,11,0.223931
Heap Sort,sorted,50000,12,0.203095
Heap Sort,sorted,50000,13,0.211656
Heap Sort,sorted,50000,14,0.203108
Heap Sort,sorted,100000,0,0.462602
Heap Sort,sorted,100000,1,0.444057
Heap Sort,sorted,100000,2,0.462642
Heap Sort,sorted,100000,3,0.442127
Heap Sort,sorted,100000,4,0.44174
Heap Sort,sorted,100000,5,0.463962
Heap Sort,sorted,100000,6,0.788383
Heap Sort,sorted,100000,7,0.869115
Heap Sort,sorted,100000,8,0.870642
Heap Sort,sorted,100000,9,0.629964
Heap Sort,sorted,100000,10,0.446072
Heap Sort,sorted,100000,11,0.456405
Heap Sort,sorted,100000,12,0.444621
Heap Sort,sorted,100000,13,0.455316
Heap Sort,sorted,100000,14,0.441364
Heap Sort,reverse,100,0,0.000132
Heap Sort,reverse,100,1,0.000113
Heap Sort,reverse,100,2,0.000112
Heap Sort,reverse,100,3,0.000119
Heap Sort,reverse,100,4,0.000113
Heap Sort,reverse,100,5,0.000115
Heap Sort,reverse,100,6,0.000113
Heap Sort,reverse,100,7,0.000112
Heap Sort,reverse,100,8,0.00012
Heap Sort,reverse,100,9,0.000123
Heap Sort,reverse,100,10,0.000108
Heap Sort,reverse,100,11,0.000136
Heap Sort,reverse,100,12,0.000115
Heap Sort,reverse,100,13,0.00012
Heap Sort,reverse,100,14,0.000112
Heap Sort,reverse,500,0,0.000891
Heap Sort,reverse,500,1,0.000852
Heap Sort,reverse,500,2,0.000847
Heap Sort,reverse,500,3,0.000847
Heap Sort,reverse,500,4,0.000867
Heap Sort,reverse,500,5,0.000858
Heap Sort,reverse,500,6,0.000848
Heap Sort,reverse,500,7,0.000842
Heap Sort,reverse,500,8,0.000885
Heap Sort,reverse,500,9,0.000852
Heap Sort,reverse,500,10,0.000875
Heap Sort,reverse,500,11,0.000872
Heap Sort,reverse,500,12,0.000849
Heap Sort,reverse,500,13,0.000854
Heap Sort,reverse,500,14,0.000849
Heap Sort,reverse,1000,0,0.002062
Heap Sort,reverse,1000,1,0.001989
Heap Sort,reverse,1000,2,0.001904
Heap Sort,reverse,1000,3,0.001992
Heap Sort,reverse,1000,4,0.001975
Heap Sort,reverse,1000,5,0.002007
Heap Sort,reverse,1000,6,0.001999
Heap Sort,reverse,1000,7,0.001965
Heap Sort,reverse,1000,8,0.001996
Heap Sort,reverse,1000,9,0.001971
Heap Sort,reverse,1000,10,0.001928
Heap Sort,reverse,1000,11,0.001993
Heap Sort,reverse,1000,12,0.002004
Heap Sort,reverse,1000,13,0.002007
Heap Sort,reverse,1000,14,0.002013
Heap Sort,reverse,5000,0,0.013762
Heap Sort,reverse,5000,1,0.015619
Heap Sort,reverse,5000,2,0.013375
Heap Sort,reverse,5000,3,0.013744
Heap Sort,reverse,5000,4,0.013501
Heap Sort,reverse,5000,5,0.014921
Heap Sort,reverse,5000,6,0.013593
Heap Sort,reverse,5000,7,0.013645
Heap Sort,reverse,5000,8,0.013521
Heap Sort,reverse,5000,9,0.013432
Heap Sort,reverse,5000,10,0.013577
Heap Sort,reverse,5000,11,0.013518
Heap Sort,reverse,5000,12,0.013777
Heap Sort,reverse,5000,13,0.01337
Heap Sort,reverse,5000,14,0.015969
Heap Sort,reverse,10000,0,0.029776
Heap Sort,reverse,10000,1,0.029367
Heap Sort,reverse,10000,2,0.029781
Heap Sort,reverse,10000,3,0.029724
Heap Sort,reverse,10000,4,0.029876
Heap Sort,reverse,10000,5,0.029983
Heap Sort,reverse,10000,6,0.029911
Heap Sort,reverse,10000,7,0.029845
Heap Sort,reverse,10000,8,0.036235
Heap Sort,reverse,10000,9,0.045714
Heap Sort,reverse,10000,10,0.03109
Heap Sort,reverse,10000,11,0.029424
Heap Sort,reverse,10000,12,0.029965
Heap Sort,reverse,10000,13,0.029545
Heap Sort,reverse,10000,14,0.029765
Heap Sort,reverse,50000,0,0.190183
Heap Sort,reverse,50000,1,0.188488
Heap Sort,reverse,50000,2,0.184428
Heap Sort,reverse,50000,3,0.189667
Heap Sort,reverse,50000,4,0.203904
Heap Sort,reverse,50000,5,0.187215
Heap Sort,reverse,50000,6,0.184784
Heap Sort,reverse,50000,7,0.189021
Heap Sort,reverse,50000,8,0.185949
Heap Sort,reverse,50000,9,0.205745
Heap Sort,reverse,50000,10,0.183588
Heap Sort,reverse,50000,11,0.184718
Heap Sort,reverse,50000,12,0.186652
Heap Sort,reverse,50000,13,0.186835
Heap Sort,reverse,50000,14,0.18681
Heap Sort,reverse,100000,0,0.421211
Heap Sort,reverse,100000,1,0.409261
Heap Sort,reverse,100000,2,0.421619
Heap Sort,reverse,100000,3,0.403108
Heap Sort,reverse,100000,4,0.412708
Heap Sort,reverse,100000,5,0.416713
Heap Sort,reverse,100000,6,0.408267
Heap Sort,reverse,100000,7,0.422152
Heap Sort,reverse,100000,8,0.419545
Heap Sort,reverse,100000,9,0.675924
Heap Sort,reverse,100000,10,0.792757
Heap Sort,reverse,100000,11,0.807091
Heap Sort,reverse,100000,12,0.735152
Heap Sort,reverse,100000,13,0.411374
Heap Sort,reverse,100000,14,0.425041
Heap Sort,nearly_sorted,100,0,0.000144
Heap Sort,nearly_sorted,100,1,0.000135
Heap Sort,nearly_sorted,100,2,0.000142
Heap Sort,nearly_sorted,100,3,0.000134
Heap Sort,nearly_sorted,100,4,0.000134
Heap Sort,nearly_sorted,100,5,0.000143
Heap Sort,nearly_sorted,100,6,0.000135
Heap Sort,nearly_sorted,100,7,0.000137
Heap Sort,nearly_sorted,100,8,0.000135
Heap Sort,nearly_sorted,100,9,0.000135
Heap Sort,nearly_sorted,100,10,0.000135
Heap Sort,nearly_sorted,100,11,0.000134
Heap Sort,nearly_sorted,100,12,0.000143
Heap Sort,nearly_sorted,100,13,0.000135
Heap Sort,nearly_sorted,100,14,0.000135
Heap Sort,nearly_sorted,500,0,0.001042
Heap Sort,nearly_sorted,500,1,0.00104
Heap Sort,nearly_sorted,500,2,0.001005
Heap Sort,nearly_sorted,500,3,0.001023
Heap Sort,nearly_sorted,500,4,0.001034
Heap Sort,nearly_sorted,500,5,0.001011
Heap Sort,nearly_sorted,500,6,0.001069
Heap Sort,nearly_sorted,500,7,0.001147
Heap Sort,nearly_sorted,500,8,0.001101
Heap Sort,nearly_sorted,500,9,0.001039
Heap Sort,nearly_sorted,500,10,0.001037
Heap Sort,nearly_sorted,500,11,0.001009
Heap Sort,nearly_sorted,500,12,0.001078
Heap Sort,nearly_sorted,500,13,0.00102
Heap Sort,nearly_sorted,500,14,0.001008
Heap Sort,nearly_sorted,1000,0,0.002348
Heap Sort,nearly_sorted,1000,1,0.002304
Heap Sort,nearly_sorted,1000,2,0.002348
Heap Sort,nearly_sorted,1000,3,0.002294
Heap Sort,nearly_sorted,1000,4,0.002338
Heap Sort,nearly_sorted,1000,5,0.002314
Heap Sort,nearly_sorted,1000,6,0.002401
Heap Sort,nearly_sorted,1000,7,0.002312
Heap Sort,nearly_sorted,1000,8,0.002377
Heap Sort,nearly_sorted,1000,9,0.002332
Heap Sort,nearly_sorted,1000,10,0.002327
Heap Sort,nearly_sorted,1000,11,0.002329
Heap Sort,nearly_sorted,1000,12,0.002397
Heap Sort,nearly_sorted,1000,13,0.002319
Heap Sort,nearly_sorted,1000,14,0.002312
Heap Sort,nearly_sorted,5000,0,0.015936
Heap Sort,nearly_sorted,5000,1,0.015371
Heap Sort,nearly_sorted,5000,2,0.015148
Heap Sort,nearly_sorted,5000,3,0.015426
Heap Sort,nearly_sorted,5000,4,0.015634
Heap Sort,nearly_sorted,5000,5,0.015436
Heap Sort,nearly_sorted,5000,6,0.015506
Heap Sort,nearly_sorted,5000,7,0.015275
Heap Sort,nearly_sorted,5000,8,0.015332
Heap Sort,nearly_sorted,5000,9,0.015417
Heap Sort,nearly_sorted,5000,10,0.015194
Heap Sort,nearly_sorted,5000,11,0.015337
Heap Sort,nearly_sorted,5000,12,0.015306
Heap Sort,nearly_sorted,5000,13,0.017788
Heap Sort,nearly_sorted,5000,14,0.016614
Heap Sort,nearly_sorted,10000,0,0.037225
Heap Sort,nearly_sorted,10000,1,0.034038
Heap Sort,nearly_sorted,10000,2,0.035549
Heap Sort,nearly_sorted,10000,3,0.034888
Heap Sort,nearly_sorted,10000,4,0.034385
Heap Sort,nearly_sorted,10000,5,0.034111
Heap Sort,nearly_sorted,10000,6,0.036488
Heap Sort,nearly_sorted,10000,7,0.038527
Heap Sort,nearly_sorted,10000,8,0.034511
Heap Sort,nearly_sorted,10000,9,0.033996
Heap Sort,nearly_sorted,10000,10,0.033613
Heap Sort,nearly_sorted,10000,11,0.033721
Heap Sort,nearly_sorted,10000,12,0.033694
Heap Sort,nearly_sorted,10000,13,0.036144
Heap Sort,nearly_sorted,10000,14,0.047618
Heap Sort,nearly_sorted,50000,0,0.207961
Heap Sort,nearly_sorted,50000,1,0.207017
Heap Sort,nearly_sorted,50000,2,0.204065
Heap Sort,nearly_sorted,50000,3,0.205889
Heap Sort,nearly_sorted,50000,4,0.217434
Heap Sort,nearly_sorted,50000,5,0.207829
Heap Sort,nearly_sorted,50000,6,0.213981
Heap Sort,nearly_sorted,50000,7,0.204328
Heap Sort,nearly_sorted,50000,8,0.203122
Heap Sort,nearly_sorted,50000,9,0.223035
Heap Sort,nearly_sorted,50000,10,0.203191
Heap Sort,nearly_sorted,50000,11,0.207135
Heap Sort,nearly_sorted,50000,12,0.202696
Heap Sort,nearly_sorted,50000,13,0.203797
Heap Sort,nearly_sorted,50000,14,0.220926
Heap Sort,nearly_sorted,100000,0,0.450917
Heap Sort,nearly_sorted,100000,1,0.440106
Heap Sort,nearly_sorted,100000,2,0.462344
Heap Sort,nearly_sorted,100000,3,0.43773
Heap Sort,nearly_sorted,100000,4,0.459668
Heap Sort,nearly_sorted,100000,5,0.440039
Heap Sort,nearly_sorted,100000,6,0.459354
Heap Sort,nearly_sorted,100000,7,0.443288
Heap Sort,nearly_sorted,100000,8,0.458386
Heap Sort,nearly_sorted,100000,9,0.442876
Heap Sort,nearly_sorted,100000,10,0.443503
Heap Sort,nearly_sorted,100000,11,0.757905
Heap Sort,nearly_sorted,100000,12,0.883758
Heap Sort,nearly_sorted,100000,13,0.856728
Heap Sort,nearly_sorted,100000,14,0.655297
Heap Sort,constant,100,0,3.6e-05
Heap Sort,constant,100,1,3e-05
Heap Sort,constant,100,2,2.9e-05
Heap Sort,constant,100,3,2.9e-05
Heap Sort,constant,100,4,4.2e-05
Heap Sort,constant,100,5,2.9e-05
Heap Sort,constant,100,6,2.9e-05
Heap Sort,constant,100,7,2.9e-05
Heap Sort,constant,100,8,2.9e-05
Heap Sort,constant,100,9,2.9e-05
Heap Sort,constant,100,10,3e-05
Heap Sort,constant,100,11,2.9e-05
Heap Sort,constant,100,12,3.4e-05
Heap Sort,constant,100,13,2.9e-05
Heap Sort,constant,100,14,2.9e-05
Heap Sort,constant,500,0,0.00017
Heap Sort,constant,500,1,0.000173
Heap Sort,constant,500,2,0.000154
Heap Sort,constant,500,3,0.000164
Heap Sort,constant,500,4,0.000159
Heap Sort,constant,500,5,0.000166
Heap Sort,constant,500,6,0.00017
Heap Sort,constant,500,7,0.000154
Heap Sort,constant,500,8,0.000181
Heap Sort,constant,500,9,0.000163
Heap Sort,constant,500,10,0.000158
Heap Sort,constant,500,11,0.000184
Heap Sort,constant,500,12,0.000155
Heap Sort,constant,500,13,0.000154
Heap Sort,constant,500,14,0.000164
Heap Sort,constant,1000,0,0.000335
Heap Sort,constant,1000,1,0.000326
Heap Sort,constant,1000,2,0.000334
Heap Sort,constant,1000,3,0.000328
Heap Sort,constant,1000,4,0.000324
Heap Sort,constant,1000,5,0.00033
Heap Sort,constant,1000,6,0.000327
Heap Sort,constant,1000,7,0.000326
Heap Sort,constant,1000,8,0.000361
Heap Sort,constant,1000,9,0.000333
Heap Sort,constant,1000,10,0.000324
Heap Sort,constant,1000,11,0.00034
Heap Sort,constant,1000,12,0.000331
Heap Sort,constant,1000,13,0.000324
Heap Sort,constant,1000,14,0.00037
Heap Sort,constant,5000,0,0.001726
Heap Sort,constant,5000,1,0.001706
Heap Sort,constant,5000,2,0.001863
Heap Sort,constant,5000,3,0.001798
Heap Sort,constant,5000,4,0.001708
Heap Sort,constant,5000,5,0.001703
Heap Sort,constant,5000,6,0.001702
Heap Sort,constant,5000,7,0.001753
Heap Sort,constant,5000,8,0.001708
Heap Sort,constant,5000,9,0.001691
Heap Sort,constant,5000,10,0.001719
Heap Sort,constant,5000,11,0.001763
Heap Sort,constant,5000,12,0.001734
Heap Sort,constant,5000,13,0.001692
Heap Sort,constant,5000,14,0.001697
Heap Sort,constant,10000,0,0.003496
Heap Sort,constant,10000,1,0.003566
Heap Sort,constant,10000,2,0.003582
Heap Sort,constant,10000,3,0.003449
Heap Sort,constant,10000,4,0.003739
Heap Sort,constant,10000,5,0.003496
Heap Sort,constant,10000,6,0.003435
Heap Sort,constant,10000,7,0.003436
Heap Sort,constant,10000,8,0.003406
Heap Sort,constant,10000,9,0.003414
Heap Sort,constant,10000,10,0.003394
Heap Sort,constant,10000,11,0.003951
Heap Sort,constant,10000,12,0.00649
Heap Sort,constant,10000,13,0.00662
Heap Sort,constant,10000,14,0.00669
Heap Sort,constant,50000,0,0.023448
Heap Sort,constant,50000,1,0.020003
Heap Sort,constant,50000,2,0.018961
Heap Sort,constant,50000,3,0.017161
Heap Sort,constant,50000,4,0.017207
Heap Sort,constant,50000,5,0.017115
Heap Sort,constant,50000,6,0.017289
Heap Sort,constant,50000,7,0.017241
Heap Sort,constant,50000,8,0.019581
Heap Sort,constant,50000,9,0.017006
Heap Sort,constant,50000,10,0.017231
Heap Sort,constant,50000,11,0.01727
Heap Sort,constant,50000,12,0.017268
Heap Sort,constant,50000,13,0.017716
Heap Sort,constant,50000,14,0.017697
Heap Sort,constant,100000,0,0.036202
Heap Sort,constant,100000,1,0.035599
Heap Sort,constant,100000,2,0.035795
Heap Sort,constant,100000,3,0.035849
Heap Sort,constant,100000,4,0.036007
Heap Sort,constant,100000,5,0.035327
Heap Sort,constant,100000,6,0.035317
Heap Sort,constant,100000,7,0.040316
Heap Sort,constant,100000,8,0.036381
Heap Sort,constant,100000,9,0.035142
Heap Sort,constant,100000,10,0.035897
Heap Sort,constant,100000,11,0.036674
Heap Sort,constant,100000,12,0.037315
Heap Sort,constant,100000,13,0.034919
Heap Sort,constant,100000,14,0.035173
Timsort,random,100,0,3e-05
Timsort,random,100,1,9e-06
Timsort,random,100,2,8e-06
Timsort,random,100,3,8e-06
Timsort,random,100,4,8e-06
Timsort,random,100,5,9e-06
Timsort,random,100,6,8e-06
Timsort,random,100,7,8e-06
Timsort,random,100,8,8e-06
Timsort,random,100,9,8e-06
Timsort,random,100,10,8e-06
Timsort,random,100,11,8e-06
Timsort,random,100,12,8e-06
Timsort,random,100,13,8e-06
Timsort,random,100,14,8e-06
Timsort,random,500,0,5.5e-05
Timsort,random,500,1,5.5e-05
Timsort,random,500,2,5.2e-05
Timsort,random,500,3,5.2e-05
Timsort,random,500,4,5.2e-05
Timsort,random,500,5,5.3e-05
Timsort,random,500,6,5.1e-05
Timsort,random,500,7,5.1e-05
Timsort,random,500,8,5.1e-05
Timsort,random,500,9,5.1e-05
Timsort,random,500,10,5.1e-05
Timsort,random,500,11,5.5e-05
Timsort,random,500,12,5e-05
Timsort,random,500,13,5.9e-05
Timsort,random,500,14,5.1e-05
Timsort,random,1000,0,0.000117
Timsort,random,1000,1,0.000122
Timsort,random,1000,2,0.000115
Timsort,random,1000,3,0.000119
Timsort,random,1000,4,0.000114
Timsort,random,1000,5,0.000114
Timsort,random,1000,6,0.000116
Timsort,random,1000,7,0.000115
Timsort,random,1000,8,0.000116
Timsort,random,1000,9,0.000114
Timsort,random,1000,10,0.000114
Timsort,random,1000,11,0.000119
Timsort,random,1000,12,0.000115
Timsort,random,1000,13,0.000116
Timsort,random,1000,14,0.00012
Timsort,random,5000,0,0.000755
Timsort,random,5000,1,0.000778
Timsort,random,5000,2,0.000777
Timsort,random,5000,3,0.000729
Timsort,random,5000,4,0.000712
Timsort,random,5000,5,0.000766
Timsort,random,5000,6,0.000793
Timsort,random,5000,7,0.000745
Timsort,random,5000,8,0.000737
Timsort,random,5000,9,0.000745
Timsort,random,5000,10,0.000793
Timsort,random,5000,11,0.000863
Timsort,random,5000,12,0.000762
Timsort,random,5000,13,0.000746
Timsort,random,5000,14,0.000743
Timsort,random,10000,0,0.00164
Timsort,random,10000,1,0.001631
Timsort,random,10000,2,0.001641
Timsort,random,10000,3,0.001704
Timsort,random,10000,4,0.001643
Timsort,random,10000,5,0.001833
Timsort,random,10000,6,0.001642
Timsort,random,10000,7,0.00166
Timsort,random,10000,8,0.001724
Timsort,random,10000,9,0.001633
Timsort,random,10000,10,0.001631
Timsort,random,10000,11,0.002016
Timsort,random,10000,12,0.001768
Timsort,random,10000,13,0.002313
Timsort,random,10000,14,0.002331
Timsort,random,50000,0,0.010887
Timsort,random,50000,1,0.010211
Timsort,random,50000,2,0.010499
Timsort,random,50000,3,0.010199
Timsort,random,50000,4,0.010378
Timsort,random,50000,5,0.01064
Timsort,random,50000,6,0.010299
Timsort,random,50000,7,0.011142
Timsort,random,50000,8,0.010385
Timsort,random,50000,9,0.010459
Timsort,random,50000,10,0.010437
Timsort,random,50000,11,0.01041
Timsort,random,50000,12,0.010508
Timsort,random,50000,13,0.010297
Timsort,random,50000,14,0.010354
Timsort,random,100000,0,0.02565
Timsort,random,100000,1,0.023983
Timsort,random,100000,2,0.025707
Timsort,random,100000,3,0.024811
Timsort,random,100000,4,0.035931
Timsort,random,100000,5,0.025004
Timsort,random,100000,6,0.025731
Timsort,random,100000,7,0.024441
Timsort,random,100000,8,0.024286
Timsort,random,100000,9,0.025022
Timsort,random,100000,10,0.025528
Timsort,random,100000,11,0.025473
Timsort,random,100000,12,0.027057
Timsort,random,100000,13,0.024788
Timsort,random,100000,14,0.024256
Timsort,sorted,100,0,5e-06
Timsort,sorted,100,1,1e-06
Timsort,sorted,100,2,1e-06
Timsort,sorted,100,3,1e-06
Timsort,sorted,100,4,1e-06
Timsort,sorted,100,5,1e-06
Timsort,sorted,100,6,1e-06
Timsort,sorted,100,7,1e-06
Timsort,sorted,100,8,1e-06
Timsort,sorted,100,9,1e-06
Timsort,sorted,100,10,1e-06
Timsort,sorted,100,11,1e-06
Timsort,sorted,100,12,1e-06
Timsort,sorted,100,13,1e-06
Timsort,sorted,100,14,1e-06
Timsort,sorted,500,0,1.2e-05
Timsort,sorted,500,1,4e-06
Timsort,sorted,500,2,4e-06
Timsort,sorted,500,3,4e-06
Timsort,sorted,500,4,4e-06
Timsort,sorted,500,5,4e-06
Timsort,sorted,500,6,4e-06
Timsort,sorted,500,7,4e-06
Timsort,sorted,500,8,4e-06
Timsort,sorted,500,9,4e-06
Timsort,sorted,500,10,4e-06
Timsort,sorted,500,11,4e-06
Timsort,sorted,500,12,4e-06
Timsort,sorted,500,13,4e-06
Timsort,sorted,500,14,4e-06
Timsort,sorted,1000,0,2.7e-05
Timsort,sorted,1000,1,8e-06
Timsort,sorted,1000,2,7e-06
Timsort,sorted,1000,3,7e-06
Timsort,sorted,1000,4,7e-06
Timsort,sorted,1000,5,7e-06
Timsort,sorted,1000,6,7e-06
Timsort,sorted,1000,7,7e-06
Timsort,sorted,1000,8,1.1e-05
Timsort,sorted,1000,9,7e-06
Timsort,sorted,1000,10,7e-06
Timsort,sorted,1000,11,7e-06
Timsort,sorted,1000,12,7e-06
Timsort,sorted,1000,13,7e-06
Timsort,sorted,1000,14,7e-06
Timsort,sorted,5000,0,3.8e-05
Timsort,sorted,5000,1,3.9e-05
Timsort,sorted,5000,2,3.6e-05
Timsort,sorted,5000,3,3.6e-05
Timsort,sorted,5000,4,3.6e-05
Timsort,sorted,5000,5,3.6e-05
Timsort,sorted,5000,6,3.6e-05
Timsort,sorted,5000,7,3.6e-05
Timsort,sorted,5000,8,3.6e-05
Timsort,sorted,5000,9,3.6e-05
Timsort,sorted,5000,10,3.6e-05
Timsort,sorted,5000,11,4e-05
Timsort,sorted,5000,12,3.7e-05
Timsort,sorted,5000,13,3.6e-05
Timsort,sorted,5000,14,3.7e-05
Timsort,sorted,10000,0,8.3e-05
Timsort,sorted,10000,1,7.5e-05
Timsort,sorted,10000,2,9.5e-05
Timsort,sorted,10000,3,7.4e-05
Timsort,sorted,10000,4,7.9e-05
Timsort,sorted,10000,5,7.4e-05
Timsort,sorted,10000,6,8.1e-05
Timsort,sorted,10000,7,7.4e-05
Timsort,sorted,10000,8,7.3e-05
Timsort,sorted,10000,9,7.4e-05
Timsort,sorted,10000,10,7.3e-05
Timsort,sorted,10000,11,7.3e-05
Timsort,sorted,10000,12,7.1e-05
Timsort,sorted,10000,13,9.1e-05
Timsort,sorted,10000,14,7.5e-05
Timsort,sorted,50000,0,0.000649
Timsort,sorted,50000,1,0.00041
Timsort,sorted,50000,2,0.000428
Timsort,sorted,50000,3,0.000424
Timsort,sorted,50000,4,0.000426
Timsort,sorted,50000,5,0.00042
